G,G,F,F,F,UTIL
Sami Whitcomb(40009959),Veronica Burton(40009881),Alyssa Thomas(40009861),Maddy Westbeld(40010003),Dearica Hamby(40009873),Jewell Loyd(40009941)
Paige Bueckers(40009875),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Kalani Brown(40010041),Natasha Mack(40009937),Dearica Hamby(40009873)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),Michaela Onyenwere(40009979),A'ja Wilson(40009859)
Haley Jones(40009919),Kia Nurse(40009975),Jonquel Jones(40009899),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Veronica Burton(40009881)
Kate Martin(40009985),Veronica Burton(40009881),Breanna Stewart(40009869),Maddy Westbeld(40010003),A'ja Wilson(40009859),Jewell Loyd(40009941)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),Azurá Stevens(40009893),Dearica Hamby(40009873)
Kaila Charles(40009935),Kia Nurse(40009975),Kamilla Cardoso(40009877),Kathryn Westbeld(40010007),A'ja Wilson(40009859),Veronica Burton(40009881)
Kahleah Copper(40009895),Kaila Charles(40009935),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),A'ja Wilson(40009859),Sami Whitcomb(40009959)
Rebecca Allen(40009989),Sami Whitcomb(40009959),Kamilla Cardoso(40009877),Satou Sabally(40009885),Dearica Hamby(40009873),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Kamilla Cardoso(40009877),Monique Billings(40009973),Myisha Hines Allen(40009901),Jackie Young(40009871)
Grace Berger(40009943),Dana Evans(40009955),Breanna Stewart(40009869),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Jonquel Jones(40009899),Monique Billings(40009973),Satou Sabally(40009885)
Paige Bueckers(40009875),Rebecca Allen(40009989),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Veronica Burton(40009881)
Haley Jones(40009919),Kahleah Copper(40009895),Breanna Stewart(40009869),Kalani Brown(40010041),Maddy Siegrist(40009887),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Myisha Hines Allen(40009901),Natasha Mack(40009937),Azurá Stevens(40009893),Dearica Hamby(40009873)
Haley Jones(40009919),Kia Nurse(40009975),Janelle Salaun(40009905),Kamilla Cardoso(40009877),Azurá Stevens(40009893),Veronica Burton(40009881)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Janelle Salaun(40009905),Maria Kliundikova(40009991),A'ja Wilson(40009859),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Alyssa Thomas(40009861),Kalani Brown(40010041),Maria Kliundikova(40009991),A'ja Wilson(40009859)
Veronica Burton(40009881),Jackie Young(40009871),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Natasha Mack(40009937),Azurá Stevens(40009893)
Haley Jones(40009919),Kia Nurse(40009975),Jessica Shepard(40009915),A'ja Wilson(40009859),NaLyssa Smith(40009965),Veronica Burton(40009881)
Grace Berger(40009943),Haley Jones(40009919),Myisha Hines Allen(40009901),Satou Sabally(40009885),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055)
Natisha Hiedeman(40009925),Sami Whitcomb(40009959),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),A'ja Wilson(40009859),Veronica Burton(40009881)
Kaila Charles(40009935),Kia Nurse(40009975),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Satou Sabally(40009885),Veronica Burton(40009881)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Natasha Mack(40009937),Azurá Stevens(40009893),Dearica Hamby(40009873),Jewell Loyd(40009941)
Kia Nurse(40009975),Veronica Burton(40009881),Alyssa Thomas(40009861),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Maddy Westbeld(40010003)
Natisha Hiedeman(40009925),Rebecca Allen(40009989),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Veronica Burton(40009881)
Grace Berger(40009943),Veronica Burton(40009881),Jonquel Jones(40009899),Kalani Brown(40010041),Natasha Mack(40009937),A'ja Wilson(40009859)
Kaila Charles(40009935),Natisha Hiedeman(40009925),Myisha Hines Allen(40009901),Natasha Mack(40009937),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Paige Bueckers(40009875),Maddy Westbeld(40010003),Natasha Mack(40009937),A'ja Wilson(40009859),Dana Evans(40009955)
Kahleah Copper(40009895),Kaila Charles(40009935),Breanna Stewart(40009869),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Marine Johannes(40009987)
Paige Bueckers(40009875),Veronica Burton(40009881),Alyssa Thomas(40009861),Kalani Brown(40010041),Maddy Westbeld(40010003),Azurá Stevens(40009893)
Kia Nurse(40009975),Dana Evans(40009955),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),A'ja Wilson(40009859),NaLyssa Smith(40009965)
Veronica Burton(40009881),Jewell Loyd(40009941),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Dearica Hamby(40009873)
Kia Nurse(40009975),Veronica Burton(40009881),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Myisha Hines Allen(40009901),Natasha Mack(40009937)
Grace Berger(40009943),Kia Nurse(40009975),Breanna Stewart(40009869),Myisha Hines Allen(40009901),Satou Sabally(40009885),Veronica Burton(40009881)
Haley Jones(40009919),Kahleah Copper(40009895),Breanna Stewart(40009869),Jonquel Jones(40009899),Maddy Westbeld(40010003),Veronica Burton(40009881)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Myisha Hines Allen(40009901),Satou Sabally(40009885),Dearica Hamby(40009873),Rae Burrell(40009969)
Kahleah Copper(40009895),Rebecca Allen(40009989),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Veronica Burton(40009881)
Kahleah Copper(40009895),Jewell Loyd(40009941),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Myisha Hines Allen(40009901)
Grace Berger(40009943),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Maria Kliundikova(40009991),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Janelle Salaun(40009905),Maria Kliundikova(40009991),Veronica Burton(40009881)
Grace Berger(40009943),Kia Nurse(40009975),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Veronica Burton(40009881)
Kia Nurse(40009975),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Jessica Shepard(40009915),Maddy Siegrist(40009887),Satou Sabally(40009885)
Haley Jones(40009919),Kahleah Copper(40009895),Maddy Siegrist(40009887),Monique Billings(40009973),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Veronica Burton(40009881),Monique Billings(40009973),Natasha Mack(40009937),A'ja Wilson(40009859),NaLyssa Smith(40009965)
Kahleah Copper(40009895),Rebecca Allen(40009989),Jessica Shepard(40009915),Maddy Siegrist(40009887),A'ja Wilson(40009859),NaLyssa Smith(40009965)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Alyssa Thomas(40009861),Kalani Brown(40010041),NaLyssa Smith(40009965),Jackie Young(40009871)
Kaila Charles(40009935),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Jackie Young(40009871)
Haley Jones(40009919),Kahleah Copper(40009895),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Cheyenne Parker Tyus(40010055),Dana Evans(40009955)
Veronica Burton(40009881),Dana Evans(40009955),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901)
Kahleah Copper(40009895),Veronica Burton(40009881),Maria Kliundikova(40009991),Natasha Mack(40009937),A'ja Wilson(40009859),Dana Evans(40009955)
Sami Whitcomb(40009959),Veronica Burton(40009881),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),A'ja Wilson(40009859),Jewell Loyd(40009941)
Sami Whitcomb(40009959),Veronica Burton(40009881),Kamilla Cardoso(40009877),Natasha Mack(40009937),Satou Sabally(40009885),Jewell Loyd(40009941)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055)
Natisha Hiedeman(40009925),Sami Whitcomb(40009959),Kamilla Cardoso(40009877),Natasha Mack(40009937),Dearica Hamby(40009873),Chelsea Gray(40009883)
Sami Whitcomb(40009959),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Monique Billings(40009973),Myisha Hines Allen(40009901)
Kia Nurse(40009975),Paige Bueckers(40009875),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Satou Sabally(40009885),Rae Burrell(40009969)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Natasha Mack(40009937),Satou Sabally(40009885),Jackie Young(40009871)
Kaila Charles(40009935),Kia Nurse(40009975),Kamilla Cardoso(40009877),Satou Sabally(40009885),Dearica Hamby(40009873),Natisha Hiedeman(40009925)
Kahleah Copper(40009895),Veronica Burton(40009881),Alyssa Thomas(40009861),Kalani Brown(40010041),Satou Sabally(40009885),Rae Burrell(40009969)
Kahleah Copper(40009895),Kaila Charles(40009935),Breanna Stewart(40009869),Jonquel Jones(40009899),NaLyssa Smith(40009965),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Myisha Hines Allen(40009901),Jewell Loyd(40009941)
Rachel Banham(40009947),Rebecca Allen(40009989),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Kathryn Westbeld(40010007),Myisha Hines Allen(40009901),Satou Sabally(40009885),Jackie Young(40009871)
Rachel Banham(40009947),Veronica Burton(40009881),Kalani Brown(40010041),A'ja Wilson(40009859),Dearica Hamby(40009873),Rae Burrell(40009969)
Rebecca Allen(40009989),Veronica Burton(40009881),Alyssa Thomas(40009861),Michaela Onyenwere(40009979),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055)
Haley Jones(40009919),Veronica Burton(40009881),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),A'ja Wilson(40009859),NaLyssa Smith(40009965)
Kaila Charles(40009935),Veronica Burton(40009881),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),Satou Sabally(40009885),Dearica Hamby(40009873)
Kahleah Copper(40009895),Kaila Charles(40009935),Maria Kliundikova(40009991),Azurá Stevens(40009893),Dearica Hamby(40009873),Jackie Young(40009871)
Kahleah Copper(40009895),Veronica Burton(40009881),Alyssa Thomas(40009861),Jessica Shepard(40009915),Michaela Onyenwere(40009979),Rae Burrell(40009969)
Sami Whitcomb(40009959),Rae Burrell(40009969),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Dearica Hamby(40009873)
Paige Bueckers(40009875),Jewell Loyd(40009941),Kalani Brown(40010041),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Dearica Hamby(40009873)
Kaila Charles(40009935),Sami Whitcomb(40009959),Jessica Shepard(40009915),Jonquel Jones(40009899),Dearica Hamby(40009873),Veronica Burton(40009881)
Kia Nurse(40009975),Sami Whitcomb(40009959),Breanna Stewart(40009869),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859)
Natisha Hiedeman(40009925),Paige Bueckers(40009875),Michaela Onyenwere(40009979),Natasha Mack(40009937),Satou Sabally(40009885),Dearica Hamby(40009873)
Kahleah Copper(40009895),Sami Whitcomb(40009959),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Veronica Burton(40009881)
Grace Berger(40009943),Kahleah Copper(40009895),Alyssa Thomas(40009861),Janelle Salaun(40009905),Kalani Brown(40010041),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Iliana Rupert(40009921),Jessica Shepard(40009915),Dearica Hamby(40009873),Veronica Burton(40009881)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Jonquel Jones(40009899),Maddy Westbeld(40010003),Satou Sabally(40009885),Dearica Hamby(40009873)
Kia Nurse(40009975),Paige Bueckers(40009875),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Breanna Stewart(40009869),Maddy Westbeld(40010003),Dearica Hamby(40009873),Veronica Burton(40009881)
Haley Jones(40009919),Sami Whitcomb(40009959),Breanna Stewart(40009869),Janelle Salaun(40009905),Dearica Hamby(40009873),Jewell Loyd(40009941)
Haley Jones(40009919),Kia Nurse(40009975),Kalani Brown(40010041),A'ja Wilson(40009859),Azurá Stevens(40009893),Veronica Burton(40009881)
Kia Nurse(40009975),Sami Whitcomb(40009959),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Jackie Young(40009871)
Kia Nurse(40009975),Rae Burrell(40009969),Breanna Stewart(40009869),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Dearica Hamby(40009873)
Haley Jones(40009919),Kaila Charles(40009935),Jessica Shepard(40009915),Natasha Mack(40009937),Dearica Hamby(40009873),Paige Bueckers(40009875)
Grace Berger(40009943),Kahleah Copper(40009895),Kalani Brown(40010041),Kamilla Cardoso(40009877),Natasha Mack(40009937),A'ja Wilson(40009859)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Jessica Shepard(40009915),Maria Kliundikova(40009991),Satou Sabally(40009885),Dearica Hamby(40009873)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Jonquel Jones(40009899),Azurá Stevens(40009893),NaLyssa Smith(40009965)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),NaLyssa Smith(40009965),Rae Burrell(40009969)
Kaila Charles(40009935),Kia Nurse(40009975),Alyssa Thomas(40009861),Breanna Stewart(40009869),Maddy Westbeld(40010003),Dearica Hamby(40009873)
Kia Nurse(40009975),Paige Bueckers(40009875),Jonquel Jones(40009899),Satou Sabally(40009885),Dearica Hamby(40009873),Sami Whitcomb(40009959)
Kia Nurse(40009975),Veronica Burton(40009881),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),NaLyssa Smith(40009965),Jackie Young(40009871)
Kia Nurse(40009975),Veronica Burton(40009881),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),Jackie Young(40009871)
Kahleah Copper(40009895),Sami Whitcomb(40009959),Iliana Rupert(40009921),Maddy Westbeld(40010003),A'ja Wilson(40009859),Veronica Burton(40009881)
Grace Berger(40009943),Veronica Burton(40009881),Janelle Salaun(40009905),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Natasha Mack(40009937)
Sami Whitcomb(40009959),Veronica Burton(40009881),Breanna Stewart(40009869),Maddy Westbeld(40010003),Satou Sabally(40009885),Dearica Hamby(40009873)
Kia Nurse(40009975),Veronica Burton(40009881),Maddy Westbeld(40010003),A'ja Wilson(40009859),Dearica Hamby(40009873),Rae Burrell(40009969)
Veronica Burton(40009881),Jewell Loyd(40009941),Kalani Brown(40010041),Myisha Hines Allen(40009901),Natasha Mack(40009937),A'ja Wilson(40009859)
Kahleah Copper(40009895),Rebecca Allen(40009989),Maddy Westbeld(40010003),Satou Sabally(40009885),A'ja Wilson(40009859),Azurá Stevens(40009893)
Sami Whitcomb(40009959),Chelsea Gray(40009883),Breanna Stewart(40009869),Maria Kliundikova(40009991),A'ja Wilson(40009859),Rae Burrell(40009969)
Kia Nurse(40009975),Dana Evans(40009955),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Natasha Mack(40009937),Satou Sabally(40009885)
Haley Jones(40009919),Kaila Charles(40009935),Alyssa Thomas(40009861),Maria Kliundikova(40009991),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Rebecca Allen(40009989)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Breanna Stewart(40009869),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Maddy Westbeld(40010003)
Haley Jones(40009919),Kia Nurse(40009975),Maddy Siegrist(40009887),Myisha Hines Allen(40009901),Satou Sabally(40009885),Veronica Burton(40009881)
Kahleah Copper(40009895),Rachel Banham(40009947),Alyssa Thomas(40009861),Michaela Onyenwere(40009979),Dearica Hamby(40009873),Jewell Loyd(40009941)
Natisha Hiedeman(40009925),Jackie Young(40009871),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Satou Sabally(40009885)
Kaila Charles(40009935),Rebecca Allen(40009989),Myisha Hines Allen(40009901),Natasha Mack(40009937),Satou Sabally(40009885),A'ja Wilson(40009859)
Kahleah Copper(40009895),Veronica Burton(40009881),Kalani Brown(40010041),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Kelsey Plum(40009889)
Kaila Charles(40009935),Rebecca Allen(40009989),Breanna Stewart(40009869),Satou Sabally(40009885),Azurá Stevens(40009893),Veronica Burton(40009881)
Chelsea Gray(40009883),Jackie Young(40009871),Alyssa Thomas(40009861),Kalani Brown(40010041),Satou Sabally(40009885),Cheyenne Parker Tyus(40010055)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Jonquel Jones(40009899),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Veronica Burton(40009881),Kalani Brown(40010041),Maria Kliundikova(40009991),Myisha Hines Allen(40009901),A'ja Wilson(40009859)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Maddy Westbeld(40010003),Satou Sabally(40009885),A'ja Wilson(40009859),Rae Burrell(40009969)
Grace Berger(40009943),Haley Jones(40009919),Alyssa Thomas(40009861),Maddy Westbeld(40010003),Dearica Hamby(40009873),Natisha Hiedeman(40009925)
Paige Bueckers(40009875),Rachel Banham(40009947),Kalani Brown(40010041),A'ja Wilson(40009859),NaLyssa Smith(40009965),Veronica Burton(40009881)
Kahleah Copper(40009895),Kaila Charles(40009935),Alyssa Thomas(40009861),Maddy Westbeld(40010003),Natasha Mack(40009937),Dearica Hamby(40009873)
Grace Berger(40009943),Kia Nurse(40009975),Breanna Stewart(40009869),Maddy Westbeld(40010003),A'ja Wilson(40009859),Veronica Burton(40009881)
Haley Jones(40009919),Dana Evans(40009955),Kalani Brown(40010041),Myisha Hines Allen(40009901),Satou Sabally(40009885),A'ja Wilson(40009859)
Kahleah Copper(40009895),Paige Bueckers(40009875),Jessica Shepard(40009915),Kalani Brown(40010041),Satou Sabally(40009885),Veronica Burton(40009881)
Haley Jones(40009919),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Monique Billings(40009973),Jewell Loyd(40009941)
Kahleah Copper(40009895),Veronica Burton(40009881),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Maria Kliundikova(40009991)
Haley Jones(40009919),Paige Bueckers(40009875),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Natasha Mack(40009937),Veronica Burton(40009881)
